MI,ADA,LIQUOR,,BRAND NAME,PROOF,SIZE,PACK,    BASE , LICENSEE , MINIMUM , NEW/ 
,#,CODE,,,,IN ML,SIZE,    PRICE , PRICE , SHELF , CHNG 
,,,,,,,,,, PRICE ,
AMERICAN BLEND,,,,,,,,,,,
,,,,,,,,,,,
,221,11146,,TIPPY COW VANILLA SOFT SERVE,28.0,750,6, 16.07 , 15.26 , 17.99 ,
,,,,,,,,,,,
CREAM (CONTINUED),,,,,,,,,,,
,,,,,,,,,,,
,221,12003,,TIPPY COW VANILLA SOFT SERV PL,28.0,50,120, 0.88 , 0.85 , 1.00 ,
,221,73029,,TIPPY COW VARIETY/50ML VARIETY,28.0,750,6, 16.07 , 15.26 , 17.99 ,
,221,16754,,TIPPY COW PL VARIETY 4PK,28.0,50,30, 3.58 , 3.39 , 4.00 ,
,221,13436,,TIPPY COW SAMPLER PL 8PK,28.0,50,15, 7.13 , 6.79 , 8.00 ,
MI,141,14011,,TOLLY'S PEANUT BUTTER CUP,40.0,750,12, 14.28 , 13.56 , 15.99 ,
MI,141,14012,,TOLLY'S VANILLA SPICE,40.0,750,12, 14.28 , 13.56 , 15.99 ,
,321,10694,,WHISPER CREEK,40.0,750,6, 20.53 , 19.50 , 22.99 ,
,,,,,,,,,,,
CHERRY,,,,,,,,,,,
,,,,,,,,,,,
,321,84639,,ARROW KIRSCH,90.0,750,12, 10.70 , 10.17 , 11.99 ,
,321,47117,,ARROW WILD CHERRY BRANDY,60.0,750,12, 8.91 , 8.48 , 9.99 ,
MI,221,88496,,BLACK STAR FARMS SPIRIT-CHERRY,80.0,375,12, 19.25 , 18.29 , 21.56 ,
,321,88226,,DEKUYPER CHERRY BRANDY,70.0,750,12, 7.59 , 7.20 , 8.49 ,
,321,3349,,DEKUYPER KIRSCHWASSER,90.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,5398,,H WALKER CHERRY BRANDY,60.0,750,12, 8.03 , 7.62 , 8.99 ,
,321,15070,,HEERING CHERRY LIQ,48.0,750,6, 26.33 , 25.00 , 29.48 ,
,221,17633,,JACQUINS WILD CHERRY BRANDY PL,66.0,375,24, 5.53 , 5.25 , 6.19 ,
,321,87840,,LEROUX KIRSCHWASSER BRANDY,90.0,750,12, 11.61 , 11.02 , 12.99 ,
MI,141,18005,,LONG ROAD MI CHERRY LIQUEUR,50.0,375,24, 20.53 , 19.50 , 22.99 , NEW 
,221,48077,,MOHAWK CHERRY BRANDY,60.0,750,12, 8.20 , 7.80 , 9.19 ,
,321,86466,,MR BOSTON WILD CHERRY BRANDY,70.0,1000,12, 8.03 , 7.62 , 8.99 ,
,221,92656,,POLMOS WISNIOWKA CHERRY CORD,80.0,750,12, 14.18 , 13.48 , 15.89 ,
,,,,,,,,,,,
COFFEE ,,,,,,,,,,,
,,,,,,,,,,,
,321,18302,,ALLEGRO COFFEE LIQUEUR,42.0,1000,12, 7.66 , 7.29 , 8.59 , NEW 
,321,48217,,ARROW COFFEE BRANDY,60.0,750,12, 8.91 , 8.48 , 9.99 ,
,321,48213,,ARROW COFFEE BRANDY PL,60.0,375,24, 5.36 , 5.08 , 5.99 ,
,321,48227,,ARROW COFFEE BRANDY PL,60.0,750,12, 8.91 , 8.48 , 9.99 ,
,321,92246,,ARROW COFFEE BRANDY PL,60.0,1750,6, 16.95 , 16.11 , 18.99 ,
,321,9808,,AVION ESPRESSO,70.0,750,6, 22.32 , 21.20 , 24.99 ,
,321,1323,,CAFE AZTEC LIQ (MEX),40.0,750,12, 8.91 , 8.48 , 9.99 ,
,321,1957,,CAFE AZTEC LIQ (MEX),40.0,1000,12, 10.70 , 10.17 , 11.99 ,
,321,14100,,CAFFE LOLITA,40.0,375,12, 5.36 , 5.08 , 5.99 ,
,321,2452,,CAFFE LOLITA,40.0,750,12, 8.91 , 8.48 , 9.99 ,
,321,2453,,CAFFE LOLITA,40.0,1000,12, 11.61 , 11.02 , 12.99 ,
,321,2454,,CAFFE LOLITA,40.0,1750,6, 17.86 , 16.95 , 19.99 ,
,141,16059,,CH COFFEE LIQUEUR,58.0,750,6, 26.78 , 25.44 , 29.99 ,
,321,48327,,CHAPALA COFFEE LIQ,43.0,750,12, 8.03 , 7.62 , 8.99 ,
,321,85140,,CHAPALA COFFEE LIQ,43.0,1000,12, 8.91 , 8.48 , 9.99 ,
,221,5482,,COPA DE ORO COFFEE LIQ (MEX),42.0,750,12, 8.12 , 7.70 , 9.08 ,
,221,5481,,COPA DE ORO COFFEE LIQ (MEX),42.0,1000,12, 9.11 , 8.64 , 10.19 ,
,221,97050,,DUBOUCHETT COFFEE LIQ,30.0,1000,12, 6.03 , 5.72 , 6.75 ,
MI,321,17429,,GRAY SKIES COFFEE LIQUEUR,50.0,750,12, 22.32 , 21.20 , 24.99 ,
,321,6381,,HIRAM WALKER COFFEE-60,60.0,750,12, 8.03 , 7.62 , 8.99 ,
,321,6380,,HIRAM WALKER COFFEE-60,60.0,1000,12, 10.70 , 10.17 , 11.99 ,
,321,14494,,KAHLUA CHILI CHOCOLATE,40.0,750,12, 17.86 , 16.95 , 19.99 ,
,321,475,,KAHLUA ESPECIAL,70.0,750,12, 22.32 , 21.20 , 24.99 ,
,321,474,,KAHLUA ESPECIAL,70.0,1000,12, 28.57 , 27.13 , 31.99 ,
,321,9350,,KAHLUA GINGERBREAD,40.0,750,12, 17.86 , 16.95 , 19.99 ,
,321,9274,,KAHLUA MIDNIGHT,70.0,750,12, 13.37 , 12.69 , 14.96 ,
,321,7214,,KAHLUA PEPPERMINT MOCHA,40.0,750,12, 17.86 , 16.95 , 19.99 ,
,321,10599,,KAHLUA PUMPKIN SPICE,40.0,750,12, 13.37 , 12.69 , 14.96 ,
,321,12360,,KAHLUA SALTED CARAMEL,40.0,750,12, 17.86 , 16.95 , 19.99 ,
,321,4166,,KAHLUA VANILLA,40.0,750,12, 17.86 , 16.95 , 19.99 ,
,,,,,,,,,,,
COFFEE (CONTINUED),,,,,,,,,,,
,,,,,,,,,,,
,321,822,,KAHLUA 40 (MEX),40.0,200,48, 6.24 , 5.93 , 6.99 ,
,321,823,,KAHLUA 40 (MEX),40.0,375,24, 11.61 , 11.02 , 12.99 ,
,321,826,,KAHLUA 40 (MEX),40.0,750,12, 17.86 , 16.95 , 19.99 ,
,321,824,,KAHLUA 40 (MEX),40.0,1000,12, 26.78 , 25.44 , 29.99 ,
,321,821,,KAHLUA 40 (MEX) PL,40.0,50,120, 1.61 , 1.52 , 1.79 ,
,321,1505,,KAHLUA 40 (MEX) PL,40.0,1750,6, 35.70 , 33.92 , 39.99 ,
,321,72755,,KAHLUA 40 W/50ML ABSOLUT & GL,40.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,73167,,KAHLUA 40/KEURIG K-CUP COFFEE,40.0,750,12, 17.86 , 16.95 , 19.99 ,
,321,48477,,KAMORA COFFEE LIQ,40.0,750,12, 8.91 , 8.48 , 9.99 ,
,321,48471,,KAMORA COFFEE LIQ,40.0,1000,12, 11.14 , 10.60 , 12.49 ,
,321,48478,,KAMORA COFFEE LIQ,40.0,1750,6, 17.86 , 16.95 , 19.99 ,
,321,71775,,KAMORA COFFEE LIQ W/MUG,40.0,750,6, 8.91 , 8.48 , 9.99 ,
,321,248,,KAPALI 40,40.0,750,12, 8.03 , 7.62 , 8.99 ,
,321,249,,KAPALI 40,40.0,1000,12, 10.70 , 10.17 , 11.99 ,
,321,250,,KAPALI 40,40.0,1750,6, 17.86 , 16.95 , 19.99 ,
,221,95330,,LIQUORE COFFEE,42.0,750,12, 7.97 , 7.58 , 8.93 ,
,321,5324,,PATRON XO CAFE,70.0,375,12, 13.37 , 12.69 , 14.96 ,
,321,1853,,PATRON XO CAFE,70.0,750,6, 24.99 , 23.74 , 27.99 ,
,321,6978,,PATRON XO CAFE,70.0,1750,3, 51.78 , 49.19 , 57.99 ,
,321,8560,,PATRON XO CAFE DARK COCOA,60.0,750,6, 24.99 , 23.74 , 27.99 ,
,321,11911,,PATRON XO CAFE INCENDIO,60.0,750,6, 24.99 , 23.74 , 27.99 ,
,321,48707,,SABROSO COFFEE LIQ (MEX),48.0,750,12, 6.68 , 6.35 , 7.49 ,
,321,6914,,SABROSO COFFEE LIQ (MEX),48.0,1000,12, 8.03 , 7.62 , 8.99 ,
,321,48708,,SABROSO COFFEE LIQ (MEX),48.0,1750,6, 17.86 , 16.95 , 19.99 ,
MI,141,16560,,SPAULDING'S COFFEE LIQUEUR,48.0,375,12, 16.08 , 15.27 , 18.00 ,
,321,11414,,ST. GEORGE NOLA COFFEE LIQUEUR,50.0,750,6, 31.24 , 29.68 , 34.99 ,
,221,7994,,TIA MARIA,53.0,375,12, 9.82 , 9.32 , 10.99 ,
,221,8009,,TIA MARIA,53.0,750,12, 19.62 , 18.62 , 21.96 ,
,221,8010,,TIA MARIA,53.0,1000,12, 26.78 , 25.44 , 29.99 ,
,,,,,,,,,,,
CRÈME DE CACAO,,,,,,,,,,,
,,,,,,,,,,,
,321,9055,,ARROW CREME DE CACAO DARK-30,30.0,750,12, 6.68 , 6.35 , 7.49 ,
,321,9056,,ARROW CREME DE CACAO DARK-30,30.0,1000,12, 7.59 , 7.20 , 8.49 ,
,321,9057,,ARROW CREME DE CACAO WHITE-30,30.0,750,12, 6.68 , 6.35 , 7.49 ,
,321,9058,,ARROW CREME DE CACAO WHITE-30,30.0,1000,12, 7.59 , 7.20 , 8.49 ,
,221,90230,,BOLS CR DE CACAO BROWN,50.0,750,12, 8.03 , 7.62 , 8.99 ,
,221,90240,,BOLS CR DE CACAO WHITE,48.0,750,12, 8.03 , 7.62 , 8.99 ,
,221,3950,,BOULAINE CR DE CACAO WHITE,30.0,1000,12, 5.73 , 5.45 , 6.42 ,
,321,8020,,DEKUYPER CR DE COCOA DARK,48.0,750,12, 6.24 , 5.93 , 6.99 ,
,321,8021,,DEKUYPER CR DE COCOA WHITE,48.0,750,12, 6.24 , 5.93 , 6.99 ,
,221,97230,,DUBOUCHETT CR DE CACAO DARK,30.0,1000,12, 6.03 , 5.72 , 6.75 ,
,321,99460,,H WALKER CR DE CACAO BROWN-30,30.0,750,12, 7.12 , 6.75 , 7.96 ,
,321,95750,,H WALKER CR DE CACAO BROWN-30,30.0,1000,12, 8.91 , 8.48 , 9.99 ,
,321,95940,,H WALKER CR DE CACAO WHITE-30,30.0,1000,12, 8.91 , 8.48 , 9.99 ,
,221,13317,,MARIE BRIZARD WHITE CACAO,50.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,3695,,MOHAWK CR DE CACAO WHITE 30,30.0,1000,12, 5.22 , 4.96 , 5.85 ,
,321,84026,,MR BOSTON CR DE CACAO BROWN,30.0,1000,12, 5.16 , 4.91 , 5.79 ,
,321,84036,,MR BOSTON CR DE CACAO WHITE,30.0,1000,12, 5.16 , 4.91 , 5.79 ,
,221,3018,,NEWPORT CREME DE CACAO DARK,30.0,1000,12, 4.63 , 4.41 , 5.20 ,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
CRÈME DE MENTHE,,,,,,,,,,,
,,,,,,,,,,,
,321,9060,,ARROW CREME DE MENTHE GREEN-30,30.0,750,12, 6.68 , 6.35 , 7.49 ,
,321,9061,,ARROW CREME DE MENTHE GREEN-30,30.0,1000,12, 7.59 , 7.20 , 8.49 ,
,321,9062,,ARROW CREME DE MENTHE WHITE-30,30.0,750,12, 6.68 , 6.35 , 7.49 ,
,321,9063,,ARROW CREME DE MENTHE WHITE-30,30.0,1000,12, 7.59 , 7.20 , 8.49 ,
,221,90340,,BOLS CREME DE MENTHE GREEN,60.0,750,12, 8.03 , 7.62 , 8.99 ,
,221,15079,,BOLS CREME DE MENTHE WHITE,60.0,1000,12, 8.91 , 8.48 , 9.99 ,
,221,3951,,BOULAINE CR DE MENTHE GREEN,30.0,1000,12, 5.73 , 5.45 , 6.42 ,
,321,84210,,DEKUYPER CR DE MNT GREEN,60.0,750,12, 6.24 , 5.93 , 6.99 ,
,321,85820,,DEKUYPER CR DE MNT WHITE,60.0,750,12, 6.24 , 5.93 , 6.99 ,
,321,96160,,H WALKER CR DE MNT GREEN-30,30.0,1000,12, 8.91 , 8.48 , 9.99 ,
,221,13318,,MARIE BRIZARD WHITE MINT,46.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,4285,,MOHAWK CR DE MNT GREEN 30,30.0,1000,12, 5.22 , 4.96 , 5.85 ,
,221,9773,,MOHAWK CR DE MNT WHITE 30,30.0,1000,12, 5.22 , 4.96 , 5.85 ,
,321,84046,,MR BOSTON CR DE MNT GREEN,30.0,1000,12, 5.16 , 4.91 , 5.79 ,
,321,84056,,MR BOSTON CR DE MNT WHITE,30.0,1000,12, 5.16 , 4.91 , 5.79 ,
,,,,,,,,,,,
GINGER,,,,,,,,,,,
,,,,,,,,,,,
,321,53117,,ARROW GINGER BRANDY,60.0,750,12, 8.91 , 8.48 , 9.99 ,
,321,93776,,ARROW GINGER BRANDY PL,60.0,200,48, 2.66 , 2.54 , 2.99 ,
,321,53113,,ARROW GINGER BRANDY PL,60.0,375,24, 5.36 , 5.08 , 5.99 ,
,321,5256,,H WALKER GINGER BRANDY,60.0,750,12, 8.03 , 7.62 , 8.99 ,
,321,5257,,H WALKER GINGER BRANDY,60.0,1000,12, 10.70 , 10.17 , 11.99 ,
,221,53577,,MOHAWK GINGER BRANDY,60.0,750,12, 8.20 , 7.80 , 9.19 ,
,221,53572,,MOHAWK GINGER BRANDY PL,60.0,200,48, 2.63 , 2.51 , 2.96 ,
,221,53573,,MOHAWK GINGER BRANDY PL,60.0,375,24, 5.05 , 4.79 , 5.65 ,
,221,89376,,MOHAWK X-SHARP GINGER BRANDY,60.0,1000,12, 10.93 , 10.39 , 12.25 ,
,321,86506,,MR BOSTON GINGER BRANDY,70.0,1000,12, 8.03 , 7.62 , 8.99 ,
,,,,,,,,,,,
SCHNAPPS,,,,,,,,,,,
,,,,,,,,,,,
,321,17665,,ARROW CINNAMON SUPER SCHNAPPS,100.0,750,12, 9.82 , 9.32 , 10.99 ,
,321,17662,,ARROW CINNAMON SUPER SCHNAP PL,100.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,17663,,ARROW CINNAMON SUPER SCHNAP PL,100.0,200,48, 3.12 , 2.95 , 3.48 ,
,321,17664,,ARROW CINNAMON SUPER SCHNAP PL,100.0,375,24, 5.36 , 5.08 , 5.99 ,
,321,59117,,ARROW MACKDALE'S BUTTERSCOTCH,30.0,750,12, 7.76 , 7.37 , 8.69 ,
,321,59111,,ARROW MACKDALE'S BUTTERSCOTCH,30.0,1000,12, 8.03 , 7.62 , 8.99 ,
,321,9066,,ARROW PEACH SCHNAPPS-30,30.0,750,12, 7.76 , 7.37 , 8.69 ,
,321,9067,,ARROW PEACH SCHNAPPS-30,30.0,1000,12, 8.03 , 7.62 , 8.99 ,
,321,58117,,ARROW PPRMNT SCHNAPPS,54.0,750,12, 7.76 , 7.37 , 8.69 ,
,321,58111,,ARROW PPRMNT SCHNAPPS,54.0,1000,12, 8.03 , 7.62 , 8.99 ,
,321,84533,,ARROW PPRMNT SCHNAPPS PL,54.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,58112,,ARROW PPRMNT SCHNAPPS PL,54.0,200,48, 1.78 , 1.69 , 1.99 ,
,321,58113,,ARROW PPRMNT SCHNAPPS PL,54.0,375,24, 4.01 , 3.81 , 4.49 ,
,321,58127,,ARROW PPRMNT SCHNAPPS PL,54.0,750,12, 7.76 , 7.37 , 8.69 ,
,321,58118,,ARROW PPRMNT SCHNAPPS PL,54.0,1750,6, 15.16 , 14.41 , 16.99 ,
,321,73403,,ARROW PPRMINT PL W/HAND WARMER,54.0,750,12, 7.76 , 7.37 , 8.69 ,
,321,73227,,ARROW PPRMNT PL/FISHING BOBBER,54.0,750,12, 7.76 , 7.37 , 8.69 ,
,321,72916,,ARROW PPRMNT PL/50ML BRENDAN'S,54.0,750,12, 7.76 , 7.37 , 8.69 ,
,321,9068,,ARROW RASPBERRY SCHNAPP-30,30.0,750,12, 7.76 , 7.37 , 8.69 ,
,321,58167,,ARROW SPEARMINT SCHNAPPS,54.0,750,12, 7.76 , 7.37 , 8.69 ,
,321,58177,,ARROW SUPER PPRMNT SCHNAPPS,100.0,750,12, 9.82 , 9.32 , 10.99 ,
,321,86613,,ARROW SUPER PPRMNT SCHNAPPS PL,100.0,50,120, 0.85 , 0.80 , 0.94 , (0.02)
,321,58172,,ARROW SUPER PPRMNT SCHNAPPS PL,100.0,200,48, 3.12 , 2.95 , 3.48 ,
,321,58173,,ARROW SUPER PPRMNT SCHNAPPS PL,100.0,375,24, 5.36 , 5.08 , 5.99 ,
,321,16151,,ARROW SUPER PPRMNT SCHNAPPS PL,100.0,750,12, 9.82 , 9.32 , 10.99 ,
,,,,,,,,,,,
SCHNAPPS (CONTINUED),,,,,,,,,,,
,,,,,,,,,,,
,321,16152,,ARROW SUPER PPRMNT SCHNAPPS PL,100.0,1000,12, 12.49 , 11.87 , 13.99 ,
,321,17833,,ARROW SUPER PPRMNT SCHNAPPS PL,100.0,1750,6, 17.86 , 16.95 , 19.99 , NEW 
,321,73586,,ARROW SUPER SCHNAPPS PL 20PK,100.0,50,6, 16.07 , 15.26 , 17.99 , NEW 
,321,18257,,ARROW SCHNAPPS VARIETY PL,54.0,50,120, 0.85 , 0.80 , 0.94 , NEW 
,141,18176,,BAUER'S BIERSCHNAPPS,60.0,750,6, 24.99 , 23.74 , 27.99 , NEW 
,321,57267,,BLACK HAUS BLACKBERRY SCHNAPPS,80.0,750,12, 20.09 , 19.07 , 22.49 ,
,321,58667,,BLUE ICE 101 ARCTIC MINT,101.0,750,12, 16.51 , 15.68 , 18.49 ,
,221,90160,,BOLS BUTTERSCOTCH SCHNAPPS,34.0,750,12, 8.03 , 7.62 , 8.99 ,
,221,2037,,BOLS PEACH SCHNAPPS,42.0,750,12, 8.03 , 7.62 , 8.99 ,
,221,57287,,BOLS PPRMNT SCHNAPPS,48.0,750,12, 8.03 , 7.62 , 8.99 ,
,221,3953,,BOULAINE PEACH,30.0,1000,12, 5.73 , 5.45 , 6.42 ,
,221,3956,,BOULAINE SOUR APPLE,30.0,1000,12, 5.73 , 5.45 , 6.42 ,
,321,58347,,DEKUYPER BLUEBERRY,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,86223,,DEKUYPER BUTTERSHOTS,30.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,86640,,DEKUYPER BUTTERSHOTS,30.0,200,48, 3.57 , 3.38 , 3.99 ,
,321,58373,,DEKUYPER BUTTERSHOTS,30.0,375,24, 6.24 , 5.93 , 6.99 ,
,321,58377,,DEKUYPER BUTTERSHOTS,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,58371,,DEKUYPER BUTTERSHOTS,30.0,1000,12, 14.28 , 13.56 , 15.99 ,
,321,58417,,DEKUYPER BUTTERSHOTS PL,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,90736,,DEKUYPER CHERRY PUCKER,30.0,375,24, 6.24 , 5.93 , 6.99 ,
,321,58437,,DEKUYPER CHERRY PUCKER,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,91256,,DEKUYPER CHERRY PUCKER,30.0,1000,12, 14.28 , 13.56 , 15.99 ,
,321,58447,,DEKUYPER CRANBERRY,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,58507,,DEKUYPER GRAPE PUCKER SCHNAPPS,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,91436,,DEKUYPER GRAPE PUCKER SCHNAPPS,30.0,1000,12, 14.28 , 13.56 , 15.99 ,
,321,86206,,DEKUYPER GRAPE PUCKER SCH PL,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,1009,,DEKUYPER HOT DAMN,30.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,1010,,DEKUYPER HOT DAMN,30.0,200,48, 3.57 , 3.38 , 3.99 ,
,321,1011,,DEKUYPER HOT DAMN,30.0,375,24, 6.24 , 5.93 , 6.99 ,
,321,1012,,DEKUYPER HOT DAMN,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,1013,,DEKUYPER HOT DAMN,30.0,1000,12, 14.28 , 13.56 , 15.99 ,
,321,1015,,DEKUYPER HOT DAMN PL,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,1014,,DEKUYPER HOT DAMN PL,30.0,1750,6, 22.32 , 21.20 , 24.99 ,
,321,92796,,DEKUYPER HOT DAMN 100,100.0,200,48, 4.45 , 4.23 , 4.99 ,
,321,92806,,DEKUYPER HOT DAMN 100,100.0,375,24, 7.12 , 6.75 , 7.96 ,
,321,58427,,DEKUYPER HOT DAMN 100,100.0,750,12, 12.49 , 11.87 , 13.99 ,
,321,4000,,DEKUYPER HOT DAMN 100,100.0,1000,12, 15.16 , 14.41 , 16.99 ,
,321,873,,DEKUYPER ISLAND PUNCH,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,3990,,DEKUYPER ISLAND PUNCH,30.0,1000,12, 14.28 , 13.56 , 15.99 ,
,321,84780,,DEKUYPER PEACH PUCKER SCHNAPPS,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,86823,,DEKUYPER PEACHTREE,30.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,58292,,DEKUYPER PEACHTREE,30.0,200,48, 3.57 , 3.38 , 3.99 ,
,321,58293,,DEKUYPER PEACHTREE,30.0,375,24, 6.24 , 5.93 , 6.99 ,
,321,58297,,DEKUYPER PEACHTREE,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,58291,,DEKUYPER PEACHTREE,30.0,1000,12, 14.28 , 13.56 , 15.99 ,
,321,58317,,DEKUYPER PEACHTREE PL,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,58298,,DEKUYPER PEACHTREE PL,30.0,1750,6, 22.32 , 21.20 , 24.99 ,
,321,86243,,DEKUYPER PEPPERMINT,60.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,58302,,DEKUYPER PEPPERMINT,60.0,200,48, 1.34 , 1.26 , 1.49 ,
,321,58303,,DEKUYPER PEPPERMINT,60.0,375,24, 3.57 , 3.38 , 3.99 ,
,321,58307,,DEKUYPER PEPPERMINT,60.0,750,12, 6.24 , 5.93 , 6.99 ,
,321,4003,,DEKUYPER PEPPERMINT,60.0,1000,12, 5.80 , 5.50 , 6.49 ,
,321,89246,,DEKUYPER PEPPERMINT PL,60.0,750,12, 6.24 , 5.93 , 6.99 ,
,321,3846,,DEKUYPER PEPPERMINT-100,100.0,200,48, 2.66 , 2.54 , 2.99 ,
,321,3847,,DEKUYPER PEPPERMINT-100,100.0,375,24, 6.24 , 5.93 , 6.99 ,
,321,3848,,DEKUYPER PEPPERMINT-100,100.0,750,12, 8.91 , 8.48 , 9.99 ,
,,,,,,,,,,,
SCHNAPPS (CONTINUED),,,,,,,,,,,
,,,,,,,,,,,
,321,84636,,DEKUYPER RASPBERRY PUCKER,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,4004,,DEKUYPER RASPBERRY PUCKER,30.0,1000,12, 14.28 , 13.56 , 15.99 ,
,321,84696,,DEKUYPER RASPBERRY PUCKER PL,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,58337,,DEKUYPER ROOT BEER,45.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,4002,,DEKUYPER ROOT BEER,45.0,1000,12, 14.28 , 13.56 , 15.99 ,
,321,8408,,DEKUYPER ROOT BEER-40,40.0,375,24, 6.24 , 5.93 , 6.99 ,
,321,16000,,DEKUYPER SIG SERIES BUTTERSHTS,30.0,750,6, 12.05 , 11.44 , 13.49 ,
,321,16001,,DEKUYPER SIG SERIES HOT DAMN,30.0,750,6, 12.05 , 11.44 , 13.49 ,
,321,16002,,DEKUYPER SIG SERIES PEACHTREE,30.0,750,6, 12.05 , 11.44 , 13.49 ,
,321,16003,,DEKUYPER SIG SERIES PEPPERMINT,60.0,750,6, 12.05 , 11.44 , 13.49 ,
,321,16004,,DEKUYPER SIG SERIES ROOT BEER,40.0,750,6, 12.05 , 11.44 , 13.49 ,
,321,16005,,DEKUYPER SIG SERIES SOUR APPLE,30.0,750,6, 12.05 , 11.44 , 13.49 ,
,321,88933,,DEKUYPER SOUR APPLE,30.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,96516,,DEKUYPER SOUR APPLE,30.0,200,48, 3.57 , 3.38 , 3.99 ,
,321,96526,,DEKUYPER SOUR APPLE,30.0,375,24, 6.24 , 5.93 , 6.99 ,
,321,96536,,DEKUYPER SOUR APPLE,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,3991,,DEKUYPER SOUR APPLE,30.0,1000,12, 14.28 , 13.56 , 15.99 ,
,321,83740,,DEKUYPER SOUR APPLE PL,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,83750,,DEKUYPER SOUR APPLE PL,30.0,1750,6, 22.32 , 21.20 , 24.99 ,
,321,3345,,DEKUYPER STRAWBERRY PUCKER,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,4005,,DEKUYPER STRAWBERRY PUCKER,30.0,1000,12, 14.28 , 13.56 , 15.99 ,
,321,85203,,DEKUYPER WATERMELON PUCKER,30.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,84160,,DEKUYPER WATERMELON PUCKER,30.0,200,48, 3.57 , 3.38 , 3.99 ,
,321,84280,,DEKUYPER WATERMELON PUCKER,30.0,375,24, 6.24 , 5.93 , 6.99 ,
,321,85470,,DEKUYPER WATERMELON PUCKER,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,4006,,DEKUYPER WATERMELON PUCKER,30.0,1000,12, 14.28 , 13.56 , 15.99 ,
,321,86930,,DEKUYPER WATERMELON PUCKER PL,30.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,13333,,DEKUYPER CANDY CANE PL 4PK,30.0,50,30, 3.37 , 3.19 , 3.76 ,
,321,7907,,DR MCGILLICUDDY'S APPLE PIE,42.0,750,12, 12.49 , 11.87 , 13.99 ,
,321,7908,,DR MCGILLICUDDY'S APPLE PIE,42.0,1000,12, 16.07 , 15.26 , 17.99 ,
,321,10297,,DR MCGILLICUDDY'S APPLE PIE PL,42.0,50,120, 0.44 , 0.43 , 0.50 ,
,321,13398,,DR MCGILLICUDDY'S APPLE PIE PL,42.0,100,48, 1.14 , 1.10 , 1.29 ,
,321,12726,,DR MCGILLICUDDY'S APPLE PIE PL,42.0,375,24, 5.36 , 5.08 , 5.99 ,
,321,12482,,DR MCGILLICUDDY'S BUTTERSCOTCH,42.0,750,12, 12.49 , 11.87 , 13.99 ,
,321,12483,,DR MCGILLICUDDY'S BUTTERSCOTCH,42.0,1000,12, 16.07 , 15.26 , 17.99 ,
,321,12480,,DR MCGILL BUTTERSCOTCH PL,42.0,50,120, 0.44 , 0.43 , 0.50 ,
,321,3272,,DR MCGILLICUDDY'S CHERRY,30.0,750,12, 12.49 , 11.87 , 13.99 ,
,321,3273,,DR MCGILLICUDDY'S CHERRY,30.0,1000,12, 16.07 , 15.26 , 17.99 ,
,321,10515,,DR MCGILLICUDDY'S CHERRY PL,30.0,50,120, 0.44 , 0.43 , 0.50 ,
,321,3270,,DR MCGILLICUDDY'S CHERRY PL,30.0,200,48, 3.12 , 2.95 , 3.48 ,
,321,3271,,DR MCGILLICUDDY'S CHERRY PL,30.0,375,24, 5.36 , 5.08 , 5.99 ,
,321,3274,,DR MCGILLICUDDY'S CHERRY PL,30.0,750,12, 12.49 , 11.87 , 13.99 ,
,321,12484,,DR MCGILLICUDDY'S COFFEE,42.0,750,12, 12.49 , 11.87 , 13.99 ,
